CustomerID,TransactionDate,TransactionType,Description,Amount
41021,2024-12-18,Deposit,Hold go through.,-860.32
41021,2024-11-09,Fee,Game carry south series design determine.,592.74
41021,2025-01-06,Withdrawal,Less seem every movie.,-578.45
41021,2024-12-07,Withdrawal,Laugh poor coach friend system.,-884.88
41021,2024-12-13,Transfer,When high job those experience.,959.64
41021,2024-11-04,Payment,Local data move fact hold.,-722.64
41021,2025-03-15,Payment,Social store discover kid always.,-1035.36
41021,2025-02-06,Payment,Risk car sport each.,530.89
41021,2024-10-28,Fee,Term people anything.,1307.37
41021,2024-08-18,Transfer,Public sister lose movement visit skin.,1330.67
41021,2025-01-30,Fee,Since knowledge south picture.,55.59
41021,2025-01-22,Fee,Person money during relationship world.,500.09
41021,2024-04-30,Payment,Decade event fish sport suffer few.,-1861.09
41021,2024-09-17,Fee,Through design drive recognize.,178.62
11376,2025-03-15,Deposit,Reason charge try.,-732.8
11376,2025-01-25,Payment,Sell both myself ball.,1723.83
11376,2025-03-10,Deposit,Clearly pattern international pay foreign.,-61.72
11376,2025-01-03,Payment,What get grow money price.,1377.93
11376,2025-02-07,Payment,Feel financial teach.,1829.76
11376,2025-01-06,Fee,Across amount interest check.,1257.25
11376,2024-12-03,Withdrawal,Capital cultural event.,-1885.61
11376,2025-02-27,Payment,Serious enough while level part develop.,-946.66
11376,2025-01-21,Payment,Though head rest interview.,-1611.06
11376,2024-11-04,Payment,Hold control culture.,371.25
11376,2024-10-07,Deposit,Consider development seven so pressure.,-494.48
11376,2024-12-12,Fee,Soon power various audience.,1374.36
11376,2025-03-06,Transfer,Save yourself lead.,8.5
11376,2025-01-14,Fee,Agree woman hope life skin.,-427.56
11376,2025-01-06,Payment,Stage fast behavior.,153.25
11376,2024-11-27,Payment,Foot have another consider lead.,1921.18
11376,2024-12-25,Deposit,House building another five act.,-95.01
11376,2025-02-17,Payment,Tell tree bad why line.,-1753.87
11376,2024-11-15,Withdrawal,Chance interest final.,-314.3
11376,2025-01-02,Fee,Arrive any way put.,-1478.35
11376,2024-10-11,Transfer,Daughter Mr the especially instead meet.,1129.38
11376,2025-01-06,Transfer,Answer phone arm sense central all.,-718.05
11376,2025-01-23,Transfer,Have much hope bring power.,-631.11
11376,2024-11-26,Deposit,Possible employee card art then.,-1205.82
11376,2024-10-12,Deposit,Happen break four probably wrong house.,-472.84
11376,2024-12-28,Transfer,Staff music break eye.,1960.52
11376,2024-10-29,Deposit,Light town program little.,1786.43
11376,2024-11-28,Payment,Teach close bag manager take.,1887.93
78567,2021-05-15,Deposit,Site then something every.,1051.0
78567,2021-10-18,Withdrawal,Among ok stand positive participant best.,-1285.72
78567,2024-09-07,Transfer,Go Republican interesting behind their result.,-624.5
78567,2024-08-12,Transfer,Phone few voice direction which seem.,1575.17
78567,2024-01-03,Payment,Crime president face win.,-272.92
78567,2025-02-08,Transfer,Community certain PM.,787.91
78567,2024-12-31,Payment,Identify plant eat toward media student.,1378.36
78567,2022-06-30,Deposit,Suddenly sit mouth resource.,-429.01
78567,2022-12-22,Payment,Involve small oil go what resource.,-1860.62
78567,2023-07-27,Fee,Trip herself money leave say.,-516.78
78567,2022-05-04,Payment,Form deal believe size perform.,-1244.54
78567,2024-11-18,Transfer,Stand military measure.,-1026.91
78567,2023-09-01,Fee,Attorney operation relate sometimes.,1280.35
78567,2024-02-02,Payment,Other must likely some family.,1564.71
78567,2022-03-30,Fee,Less trade central everybody lot whom.,318.06
78567,2025-01-30,Transfer,Reason soon pick.,1226.1
78567,2022-06-18,Deposit,Better nice always test.,890.37
78567,2022-09-05,Transfer,Program institution instead.,-1964.12
78567,2023-11-11,Deposit,Culture with ago military.,-689.23
78567,2022-07-09,Withdrawal,Lay leader over less organization.,-219.08
78567,2023-09-11,Withdrawal,As rate buy.,1195.38
78567,2022-09-18,Deposit,Though drop everybody walk impact take.,1902.48
78567,2024-11-13,Fee,Scientist whether guess run evidence read.,-1129.71
78567,2023-09-02,Transfer,Work lose discuss yes draw.,1981.91
6848,2021-10-26,Payment,Responsibility church new federal very day.,-609.55
6848,2024-12-19,Payment,Impact mention themselves friend east.,688.17
69875,2024-10-02,Transfer,Husband despite probably mouth tend.,996.85
69875,2025-01-15,Withdrawal,Remain dog special experience speech.,899.26
69875,2024-09-14,Payment,Congress fast admit girl.,-589.27
69875,2024-10-24,Fee,Option many dog performance.,-1391.43
69875,2025-03-15,Transfer,Middle special hot opportunity.,1012.89
69875,2024-07-10,Withdrawal,Clearly firm power.,755.87
69875,2024-12-16,Transfer,Rest dream go father PM officer.,-754.54
69875,2025-01-09,Payment,Just reflect quickly ask choice glass.,674.09
69875,2024-11-02,Payment,Town art couple.,1220.05
69875,2024-10-18,Withdrawal,Threat live glass.,-1582.41
69875,2024-09-19,Transfer,Stop attention treat.,156.98
69875,2024-09-27,Transfer,Blood hour treat.,1862.83
24543,2023-03-23,Withdrawal,Support hand space evening million.,499.21
24543,2023-02-22,Fee,Mission now because own phone.,-288.47
24543,2024-11-06,Withdrawal,Edge partner clearly week.,422.03
24543,2025-03-14,Fee,Whom face memory majority enter.,289.23
24543,2024-12-12,Payment,Commercial thousand and.,1447.42
24543,2024-02-14,Payment,Experience here project.,-1215.83
24543,2024-03-31,Fee,Oil table across young.,-810.53
24543,2022-10-02,Deposit,Win table job early my.,-1926.57
24543,2022-09-16,Fee,Support institution main reflect generation.,1394.49
24543,2025-03-17,Transfer,Me either mother make.,-1826.4
24543,2024-11-01,Withdrawal,Chance green if art.,561.62
24543,2023-09-20,Fee,Product car they.,-1570.65
24543,2024-11-19,Fee,Own figure special arrive.,-1497.46
24543,2022-09-16,Payment,Decade suggest art course.,775.69
24543,2024-10-31,Transfer,Firm glass have same.,-463.24
24543,2025-01-31,Transfer,Around event to.,1454.13
24543,2023-12-15,Transfer,Relate nation finally on.,-1272.32
24543,2022-10-22,Deposit,Where off little knowledge nice soon.,1015.43
24543,2025-02-12,Deposit,Enter him effect fly.,838.27
24543,2023-04-12,Payment,Bag recognize also.,589.45
24543,2023-05-21,Payment,Cell poor I stand look certainly.,914.48
24543,2022-11-22,Deposit,Magazine industry part.,-1439.29
24543,2025-03-06,Fee,Move most surface change far.,451.05
24543,2024-04-22,Withdrawal,Alone poor with.,-1950.95
24543,2022-09-07,Payment,Company room late character.,1871.51
24543,2023-09-19,Transfer,Market technology process pay onto can.,-1855.14
24543,2025-02-05,Deposit,Role create image describe assume.,-1730.53
24543,2022-12-06,Fee,Smile news individual administration everyone open.,-498.24
24543,2023-07-25,Withdrawal,New design story.,1854.25
78407,2024-10-15,Withdrawal,Method surface consider.,-211.74
78407,2024-10-13,Transfer,Little rest must fire.,497.52
78407,2024-12-19,Transfer,Who sign seem trouble.,1444.41
78407,2024-04-02,Withdrawal,Cover leader bit.,-1126.35
78407,2022-08-11,Fee,Small spring school tonight my every.,815.22
78407,2024-12-04,Deposit,Lose appear medical month also.,-1662.78
78407,2023-01-10,Transfer,Executive while those minute.,-1098.81
78407,2022-08-07,Deposit,Protect age happy must.,-1433.49
78407,2023-06-16,Payment,Network herself though government page one.,1228.29
78407,2024-11-26,Deposit,Second piece very data radio child.,876.67
78407,2022-04-09,Payment,Back lose boy.,557.35
78407,2024-04-17,Deposit,Dark pretty now prove sense.,-155.56
78407,2024-07-07,Deposit,Him table decision information onto beat.,-1078.49
78407,2024-10-06,Payment,Use number make relationship.,-1501.56
78407,2024-12-19,Transfer,Song someone everything pass performance I.,931.49
78323,2022-12-24,Transfer,Send end firm decision member maintain.,953.89
78323,2024-01-24,Transfer,Friend watch eye level soon last.,1295.67
78323,2021-05-23,Fee,Design security himself wind.,421.82
78323,2022-12-01,Fee,North six particularly meeting.,1969.68
78323,2021-07-26,Payment,Provide little account activity tell.,927.97
78323,2021-07-19,Fee,World himself Republican argue party move.,-123.79
78323,2021-08-15,Fee,Military have artist.,1161.23
78323,2024-04-30,Fee,Describe because talk money large.,-610.91
78323,2024-08-29,Payment,Yeah both care value tax thank.,0.38
78323,2023-05-23,Fee,Language skill sea.,360.24
78323,2023-09-17,Deposit,Size fire deal its.,-1903.13
78323,2021-06-04,Payment,Kitchen writer kitchen property education.,-329.79
78323,2023-02-17,Transfer,Economy inside Republican claim forward.,-1665.24
78323,2022-07-11,Deposit,Goal place may down although throughout.,1006.09
78323,2023-12-23,Transfer,Away say role.,-51.39
84396,2024-11-22,Withdrawal,Front ask others movement light environmental debate.,1183.15
84396,2024-10-15,Payment,Along fight human PM close.,14.22
84396,2025-03-04,Deposit,Them recognize team.,-527.86
84396,2024-10-16,Payment,Fish someone still need.,-1768.7
85635,2024-08-18,Transfer,Develop bank job owner fine direction.,350.8
85635,2024-07-19,Fee,Local growth good college firm soon.,-449.63
85635,2024-10-21,Transfer,Position since newspaper simply.,1619.66
85635,2025-03-06,Deposit,Bad probably employee notice at.,-1403.41
85635,2024-08-29,Fee,Worry live which teacher service ago.,1984.64
85635,2024-12-14,Fee,Prepare use business account increase easy.,-1325.27
85635,2024-11-18,Payment,Community like image.,197.25
85635,2025-03-06,Fee,Recognize mean throw age.,681.16
85635,2024-11-29,Transfer,Yard training serve.,1172.78
85635,2024-06-04,Fee,Civil put conference force film bag.,1491.15
41041,2024-02-12,Fee,Two citizen you these low.,922.14
41041,2024-04-04,Fee,Win bill star.,695.31
41041,2023-06-24,Deposit,Quality floor politics picture company.,-127.16
41041,2025-01-25,Deposit,Western remember traditional man tax officer.,-1467.38
41041,2023-04-05,Withdrawal,Action data hair people.,-127.32
41041,2024-09-27,Fee,Until produce power.,815.86
41041,2023-07-10,Transfer,Different move threat represent amount.,1272.83
41041,2023-07-29,Fee,Grow kid deal natural none.,717.64
41041,2023-09-05,Fee,However research see.,1892.87
41041,2025-02-10,Payment,Until economic become summer buy stuff.,-1526.4
41041,2024-04-03,Fee,Ok age seem operation.,-55.95
41041,2024-03-11,Fee,Administration fight mouth none event mention.,1873.91
41041,2024-09-20,Transfer,Once reason recently.,637.51
41041,2025-03-18,Payment,Into economy measure lose family.,-213.02
41041,2024-07-31,Transfer,State fact people.,-499.15
41041,2023-04-09,Withdrawal,Heavy forward since determine.,-209.91
41041,2023-06-26,Deposit,Firm up start finally.,-78.98
97957,2023-09-05,Payment,Man effect body series.,1236.14
97957,2023-11-18,Transfer,After along expect lawyer.,801.32
97957,2024-07-29,Deposit,Issue door kind later.,4.73
97957,2024-12-26,Deposit,Add society most.,-628.63
97957,2023-02-25,Transfer,To start sport course.,1079.32
97957,2023-01-12,Payment,Watch government quite hold.,-992.96
97957,2025-03-17,Payment,Lot green traditional.,-1658.78
97957,2023-03-08,Payment,Natural necessary piece front sister.,214.44
97957,2024-04-14,Deposit,Product concern house expert.,-331.31
97957,2024-02-07,Deposit,Pretty treat society appear quite even.,1495.52
97957,2023-06-29,Transfer,Whose design vote prevent far.,-1614.02
97957,2024-05-09,Deposit,Someone but drop course while drug.,-1435.54
97957,2024-02-21,Payment,Letter since reality.,-1075.68
97957,2023-11-30,Fee,Spend wind either toward.,-135.94
97957,2023-12-02,Payment,In buy affect about capital.,-58.45
97957,2025-02-21,Payment,Perhaps pull kid every.,-69.8
97957,2024-10-19,Deposit,Nothing pick edge country treatment.,-117.43
97957,2023-03-04,Payment,Suggest figure middle team brother all.,-333.91
97957,2025-01-03,Transfer,Me result perhaps happy of.,-1382.88
97957,2023-12-04,Payment,Tax ground able base religious.,868.31
97957,2023-09-24,Transfer,Control machine rich money poor.,756.31
45902,2023-10-22,Payment,Peace paper can civil forward.,-399.49
45902,2024-08-13,Fee,Perhaps reach sit pull account.,-692.6
45902,2024-10-28,Deposit,Challenge American ever.,363.65
45902,2023-09-24,Payment,Listen would year.,-487.69
45902,2024-03-10,Payment,Us actually light ever go.,1113.07
45902,2024-10-25,Withdrawal,Necessary leader thus possible role level.,-1857.75
45902,2023-09-21,Fee,Likely prepare until tell.,-376.4
45902,2023-10-11,Transfer,Build cost tree another across.,871.5
45902,2024-07-04,Payment,Soon need method particular.,1778.94
45902,2024-11-27,Deposit,Federal indicate ground.,997.39
45902,2024-04-05,Transfer,Hour plant want.,1175.71
45902,2024-10-05,Transfer,Discover field question start indeed.,1882.76
93739,2024-04-11,Fee,Writer national kitchen guess candidate.,1779.95
93739,2025-01-26,Withdrawal,Attention begin customer people.,505.72
93739,2024-08-24,Deposit,Then fight will.,1824.2
93739,2024-02-12,Fee,Leave model specific.,1944.06
93739,2024-01-14,Deposit,Next air here talk board.,359.34
93739,2024-02-25,Payment,Himself time life.,-396.69
93739,2024-09-17,Deposit,Economic force card note.,-656.19
10186,2024-04-29,Deposit,Senior market doctor trouble movement.,-1090.99
10186,2025-03-04,Fee,Edge most wife fast red score.,575.49
10186,2022-11-11,Payment,Develop walk change.,527.35
10186,2023-01-09,Transfer,Drug quickly conference.,-1139.97
10186,2023-05-29,Transfer,Drive represent open every treat.,696.89
10186,2023-06-21,Transfer,Eight second hospital my whom.,754.09
10186,2024-05-14,Deposit,Morning image health no college significant.,1027.35
10186,2023-11-21,Payment,Describe institution late economic lead book.,-1196.83
10186,2022-05-28,Withdrawal,Maybe media discuss left control.,-823.61
10186,2022-10-23,Transfer,Same outside every develop.,650.75
10186,2024-01-03,Payment,Culture national evidence style car all.,903.78
10186,2024-11-02,Deposit,Behavior consumer long.,1830.19
10186,2023-05-19,Fee,Stop fund most music meeting.,1800.7
10186,2025-02-24,Transfer,Level billion into design.,1942.65
10186,2023-01-01,Payment,Political produce skill result.,-1533.27
21380,2025-02-12,Transfer,Something region common never goal.,1113.81
21380,2025-03-12,Withdrawal,Democratic present environment.,1487.02
21380,2024-11-07,Payment,Stay situation bag ground grow those.,1003.41
21380,2024-07-04,Fee,Dream energy purpose choice author save.,1515.39
21380,2024-12-29,Withdrawal,Local around story hard once.,1845.16
17449,2024-06-25,Payment,Style knowledge return sound space.,757.21
17449,2024-05-28,Payment,Hope evening spring indeed.,-1992.2
17449,2024-07-11,Fee,Take low woman chance situation.,1425.69
17449,2024-12-03,Payment,Rather dinner enjoy save admit.,-1236.56
17449,2024-05-11,Deposit,Significant world relate outside heart.,-1201.95
17449,2024-07-19,Fee,Direction everyone wish them training.,1742.2
17449,2025-03-13,Payment,Scene strong beat in couple somebody.,-1863.03
17449,2024-04-30,Payment,Fund care late front boy.,-1665.56
17449,2024-05-08,Withdrawal,Attack simply suddenly southern.,539.68
17449,2024-12-20,Withdrawal,Attack subject job store family piece.,-1680.24
17449,2025-02-27,Payment,Want consumer south.,256.76
17449,2025-02-18,Transfer,Choose movement ask anyone.,-313.18
17449,2024-06-11,Fee,Year challenge difficult very they.,-841.54
17449,2025-01-09,Withdrawal,Town cultural fast certainly.,871.38
17449,2024-12-04,Withdrawal,Republican bit although challenge enter.,1068.67
17449,2024-12-10,Deposit,Activity current leave thank.,-1407.61
17449,2025-01-18,Payment,Company key accept tax floor pick.,1036.24
17449,2025-03-13,Transfer,Rest business night throughout friend.,-1207.68
17449,2024-11-27,Fee,Arm article pass.,-173.03
53681,2025-01-15,Transfer,Main month customer water.,-1490.75
53681,2022-06-14,Withdrawal,Pick growth choose newspaper save ready.,1196.64
53681,2023-04-08,Fee,Writer reflect because exist probably.,-305.45
53681,2023-06-28,Payment,Property statement none stage eight.,1607.99
53681,2022-10-31,Transfer,Purpose low radio by ahead.,178.53
53681,2023-03-30,Withdrawal,Sea account decade available paper particularly.,1444.01
53681,2024-04-27,Fee,Reflect produce safe ability mouth.,-1248.72
53681,2022-11-11,Deposit,Any measure catch kitchen maintain fast.,-289.13
53681,2024-07-28,Transfer,Early join degree.,-185.65
53681,2025-02-18,Deposit,Will whom star.,1967.72
53681,2022-07-29,Deposit,Nearly support military resource add bit.,-633.28
53681,2023-10-28,Fee,Whether who however today computer.,1346.09
53681,2022-06-12,Deposit,Year special nature.,-1566.01
53681,2022-06-18,Deposit,Forget artist service.,1916.51
87690,2022-06-17,Withdrawal,Hot campaign individual center book.,938.19
87690,2023-12-02,Fee,Reflect fly side people interview top.,1510.63
87690,2024-06-28,Transfer,Home everything stop nation week.,-1915.73
87690,2024-04-07,Withdrawal,Modern reason country contain.,259.89
87690,2023-06-30,Deposit,Off street final story.,715.33
87690,2022-11-10,Withdrawal,This type him interview.,-640.3
87690,2022-03-11,Fee,Meeting late heart rate between with.,1777.68
87690,2022-02-28,Transfer,Soldier main use mention concern.,-71.42
87690,2024-10-25,Payment,Team subject on finally.,1000.64
87690,2024-05-03,Deposit,Leave learn husband I me boy.,506.01
87690,2022-09-29,Deposit,Congress price hope matter.,1072.1
87690,2022-10-09,Fee,Particularly remember food town month throw.,-1855.05
87690,2025-01-01,Withdrawal,Eat real prepare health successful top.,-1925.71
87690,2024-08-25,Withdrawal,Land growth TV.,982.25
87690,2022-08-25,Withdrawal,Information when whose ask low.,-821.05
87690,2023-05-19,Withdrawal,Hour best entire agent simple summer.,1774.93
87690,2023-05-03,Fee,Race grow pull.,-1764.92
87690,2023-11-11,Payment,Player miss season argue play.,-678.94
87690,2022-10-24,Fee,Sort teach office follow fire.,1200.51
87690,2025-02-20,Withdrawal,Debate human certainly assume better.,-1139.92
87690,2025-01-05,Payment,See argue pay seek.,-234.22
54250,2020-12-29,Deposit,Soldier wish along TV three.,1693.24
39315,2024-08-16,Payment,Win lead popular bad.,1276.09
39315,2024-09-23,Payment,Option list water on unit stand.,1199.44
39315,2024-07-21,Fee,Purpose skill establish.,744.26
39315,2024-03-02,Payment,Effect wind interesting political.,1881.34
39315,2024-08-18,Transfer,Plan away north friend.,1875.82
39315,2024-03-01,Deposit,Through manager season.,804.2
39315,2024-08-24,Fee,Current group leader green.,-1682.28
39315,2025-01-12,Withdrawal,Sound administration forget well wait goal.,-1522.57
39315,2024-11-27,Withdrawal,There child hot world safe party.,1819.46
39315,2024-04-20,Fee,Growth east sing Democrat board top.,395.42
39315,2024-03-24,Payment,Order sell job accept official.,-1414.31
39315,2024-12-06,Fee,Run me tend range.,1680.16
39315,2025-02-04,Transfer,Throw white first he.,-375.09
39315,2024-06-23,Transfer,Story thing able late important.,1478.71
39315,2024-07-01,Payment,Piece end race pull.,812.39
39315,2024-10-21,Fee,Toward recognize form onto section.,1293.12
39315,2025-01-10,Deposit,Audience church note recognize trip law.,-1328.38
39315,2024-06-29,Deposit,Before it at effect film develop.,-511.68
16764,2024-01-09,Fee,Evidence stand film argue join.,1684.55
16764,2023-07-20,Payment,Design ago until role big church.,-166.8
16764,2023-09-30,Payment,Yard final environmental country.,1024.81
16764,2025-03-12,Payment,Else future step call only.,-1155.04
16764,2024-09-24,Payment,Yet culture so produce public.,-1937.61
16764,2024-05-31,Transfer,Matter box college.,-1373.32
16764,2025-01-16,Payment,Animal tell administration clear father ahead.,1008.07
41367,2023-12-21,Transfer,Card party eat time.,-141.3
41367,2024-12-22,Withdrawal,Choice moment once drop hard president.,-967.94
41367,2021-07-10,Withdrawal,Television body action moment table thought.,-793.43
41367,2023-07-02,Withdrawal,Hair why and air threat.,-1205.4
41367,2021-10-16,Payment,Would increase gas price.,-1283.77
41367,2022-07-14,Deposit,Room reach general.,-904.68
41367,2023-04-30,Fee,Ahead seat notice political.,876.53
41367,2024-07-06,Fee,Kid add about goal amount across.,-1460.3
88653,2023-10-25,Withdrawal,Beautiful prepare girl science mother authority.,-1672.3
88653,2024-06-07,Transfer,Senior thus clearly.,-510.0
88653,2024-02-21,Deposit,According method hot identify end.,1210.25
88653,2023-11-22,Fee,Last safe right.,311.57
88653,2024-07-23,Fee,Forward relate week with seven newspaper.,1994.61
88653,2023-05-21,Transfer,Season computer later positive identify.,319.55
88653,2024-01-10,Payment,Mention place nothing investment difficult.,-1417.15
88653,2024-06-10,Fee,Door policy science treat material laugh.,369.83
88653,2024-05-15,Deposit,Free popular election discuss though marriage.,182.45
88653,2025-01-26,Transfer,Citizen push race hot.,-997.59
88653,2024-03-15,Fee,Even area court religious past break.,-1235.57
88653,2024-09-26,Deposit,Property reflect for maybe beautiful.,444.26
88653,2024-07-06,Withdrawal,Me public success.,-1045.78
88653,2023-10-17,Deposit,Student treatment happy.,-1528.77
88653,2023-09-03,Withdrawal,Picture if of everything.,1989.18
88653,2023-07-25,Withdrawal,Choose according population.,1794.37
88653,2024-05-06,Transfer,Street thousand analysis various although what.,-344.66
88653,2023-06-03,Withdrawal,Paper today shake agree.,768.09
88653,2024-05-29,Fee,Game try head traditional get.,-84.23
88653,2023-09-05,Withdrawal,Option dark run point outside.,-1523.14
88653,2024-11-15,Withdrawal,Game throughout movie environment national race share.,-1875.49
88653,2023-10-06,Deposit,Put would thus national him.,-815.12
88653,2024-09-18,Payment,Claim since approach into.,286.84
88653,2024-02-16,Transfer,Young free bar.,1723.86
92985,2024-05-26,Withdrawal,Sign player win American.,-720.83
92985,2024-11-03,Withdrawal,Rather include change.,-522.13
92985,2024-11-30,Deposit,People production finally the senior.,-1742.65
92985,2022-07-16,Fee,Money music day million.,-1696.33
92985,2022-07-26,Deposit,Buy education dark.,-812.52
92985,2024-08-23,Transfer,Enough source soon soldier assume stop.,-1743.83
92985,2022-10-13,Deposit,Apply memory job few commercial though.,-395.8
92985,2023-12-21,Transfer,Public any various.,-427.33
92985,2024-02-03,Deposit,Even which year.,-1670.3
92985,2024-10-30,Fee,Piece ever small teacher often.,-862.47
92985,2022-09-01,Payment,Teacher break project college short improve.,197.13
92985,2023-08-31,Fee,Tend church as.,1997.34
92985,2024-07-29,Payment,Party remember house.,-34.05
92985,2023-08-14,Payment,Mean heart couple.,-1206.11
92985,2023-06-03,Deposit,General Mrs put improve political.,-1582.17
92985,2022-02-28,Transfer,Agent stop use south girl.,1311.3
92985,2024-12-30,Transfer,Able hospital answer common.,738.98
92985,2023-06-13,Transfer,Recognize road market.,-529.19
92985,2023-04-04,Payment,Still set ten look continue building brother.,-1506.53
92985,2022-07-12,Transfer,Any fast eat church.,902.42
92985,2023-05-15,Transfer,Clearly me exist stage.,-147.17
92985,2023-07-13,Withdrawal,Loss imagine boy together lot.,1765.03
92985,2022-08-18,Fee,Standard represent collection past view.,-420.85
92985,2023-01-09,Payment,Class property where boy.,-793.82
92985,2022-10-25,Deposit,Strategy believe they.,1998.35
92985,2024-06-10,Transfer,Hand play treatment.,194.43
92985,2023-02-18,Withdrawal,Owner family theory far listen.,666.35
28573,2024-07-24,Fee,May whether family rest.,-1013.95
28573,2024-08-28,Deposit,Probably party common these senior where.,-495.85
28573,2025-02-24,Deposit,Decade threat blood.,-360.65
28573,2024-12-20,Deposit,View quickly story million.,-235.11
28573,2025-02-21,Transfer,Student hour response.,-451.61
28573,2024-10-31,Payment,Yeah try space.,1093.48
28573,2024-11-15,Withdrawal,Big continue civil or.,-1863.05
28573,2024-08-21,Payment,Guy decision task success.,1011.21
28573,2024-08-01,Deposit,That nothing save north record bag.,-1470.94
28573,2024-04-28,Transfer,Under character factor point different face.,-54.52
28573,2024-04-24,Withdrawal,Drive think especially I realize collection.,281.1
28573,2025-01-30,Fee,Single over them.,-161.27
28573,2024-05-13,Fee,Term central beautiful two group future.,715.78
28573,2025-01-05,Withdrawal,Ability down skill do.,-1998.56
28573,2024-05-08,Transfer,Time house indicate do old.,-327.65
28573,2024-11-10,Payment,International still wife structure when maintain.,-1167.73
28573,2024-07-17,Withdrawal,College feeling game push participant man.,-1888.75
28573,2024-12-16,Deposit,Road million market activity.,-1770.23
28573,2024-05-17,Deposit,Natural respond full.,457.43
28573,2024-10-12,Fee,Event certainly computer bit.,1854.56
28573,2024-10-15,Deposit,Family mouth state particular.,-1597.22
28573,2024-12-04,Transfer,Tv reveal send focus.,-1725.19
28573,2024-08-16,Deposit,Degree social everybody say picture.,259.21
28573,2025-02-24,Transfer,Class glass easy truth.,522.13
28573,2024-07-07,Withdrawal,Majority sort ok.,582.74
28573,2024-05-02,Payment,Figure out behavior believe majority.,1002.0
28573,2024-07-22,Fee,City pull draw color agent.,-1758.25
28573,2024-05-19,Transfer,Her book travel course.,-1234.64
28573,2025-03-07,Payment,Recently base have claim.,279.47
94131,2023-05-18,Payment,Allow two use.,-1498.86
94131,2024-07-14,Transfer,Culture evidence surface most.,1890.38
94131,2025-01-15,Deposit,Tree best and.,-1979.09
94131,2022-03-31,Withdrawal,Others seek phone class unit.,1419.26
94131,2022-09-18,Payment,Hear decide receive myself growth back.,1156.8
94131,2024-06-17,Withdrawal,Toward may behavior office develop career.,-1564.56
94131,2022-11-14,Payment,Pay maintain television throughout enough hold.,-1477.66
94131,2023-01-07,Payment,Activity interesting ago.,631.57
94131,2024-11-30,Payment,Wrong minute standard what writer computer.,-564.44
94131,2022-06-14,Withdrawal,Almost economy within leader.,-856.77
94131,2023-05-13,Transfer,Like issue floor main else rise.,1639.93
94131,2024-04-08,Payment,Southern lay suddenly media much dark.,1782.63
94131,2024-12-18,Payment,Law quite traditional option good.,1562.91
94131,2022-02-08,Withdrawal,Staff issue who.,1313.83
94131,2023-04-30,Deposit,Something tonight practice.,-583.37
94131,2024-06-25,Payment,Interview Congress choice.,395.83
94131,2024-04-07,Fee,Once field among land.,-609.7
94131,2024-09-05,Deposit,Assume involve picture only food.,-538.57
94131,2023-07-30,Transfer,Itself beyond nor organization child.,1981.19
94131,2024-12-18,Deposit,Doctor again laugh.,616.56
94131,2023-02-08,Payment,Need grow care.,600.71
94131,2022-05-06,Deposit,Spend skill never.,-987.72
94131,2024-04-07,Transfer,Where wide provide to company even.,559.11
94131,2024-07-31,Fee,Clear skin since money big reduce.,581.99
94131,2023-02-18,Withdrawal,Range name total some.,1700.27
94131,2023-01-13,Deposit,Time magazine arrive hundred view.,385.1
39723,2023-11-05,Transfer,Turn live finally including.,1487.16
94470,2024-08-26,Withdrawal,Wish skin father region PM television.,1541.94
94470,2024-09-25,Deposit,Lawyer yourself amount some while candidate.,1879.34
94470,2025-03-05,Transfer,Help relationship very blood clear.,844.94
94470,2024-11-25,Fee,Can war action.,-423.5
94470,2024-07-03,Withdrawal,Investment ten drug decide.,-1498.29
94470,2024-11-06,Transfer,Last including trouble he.,-449.04
94470,2024-12-25,Transfer,Remain article full money step.,1781.98
94470,2024-07-25,Payment,As really meeting.,-1461.1
94470,2024-07-30,Deposit,White win south station bag agree.,-1182.1
94470,2025-01-05,Deposit,Understand perhaps develop.,-1347.3
94470,2024-10-04,Fee,Perhaps nothing many century.,780.35
94470,2024-09-29,Withdrawal,Although which simple despite.,1420.62
94470,2025-01-25,Payment,Later night animal yet listen beyond.,315.48
94470,2025-02-12,Deposit,Wife bring we situation especially law.,893.86
94470,2024-11-19,Fee,Former law decade site former might.,156.36
94470,2024-09-11,Transfer,Central difference mention contain.,-257.48
94470,2024-08-05,Deposit,Understand trip require beyond claim side.,-1639.33
94470,2024-09-17,Transfer,Gun increase resource find.,-1979.9
94470,2025-01-17,Payment,Address education today when protect soon.,-1106.55
94470,2024-10-21,Payment,Ten view final move.,1882.03
94470,2025-01-04,Withdrawal,Thank operation key without side.,1945.08
69162,2023-06-08,Deposit,Enjoy walk task without owner.,-688.47
69162,2022-07-02,Payment,Certainly environment wide something feeling skill.,1158.43
69162,2022-08-23,Payment,Raise chair walk prevent in course.,436.09
69162,2021-12-02,Deposit,Both to much large challenge.,426.48
69162,2022-07-17,Payment,Strong difficult kid attorney future up.,1216.38
69162,2024-04-04,Deposit,Agreement young protect understand.,862.15
69162,2024-01-29,Withdrawal,Decide weight suddenly return while month.,-1777.82
69162,2023-03-30,Transfer,Should compare policy.,554.08
69162,2024-10-13,Payment,Lot life building small.,-1651.47
69162,2022-04-26,Fee,Discuss account big general catch.,-1299.24
69162,2022-07-29,Transfer,Listen already increase industry from.,1471.52
69162,2023-11-13,Fee,Use describe agency music suggest.,1278.57
69162,2023-08-02,Payment,Necessary great beyond list.,-1676.09
69162,2024-05-19,Deposit,Us career relate hair.,6.04
